source,company,title,url,snippet,emails_page,phones_page,dork
hn_algolia,justvugg,Show HN: PolyClaw – Autonomous Docker-First MCP Agent for PolyMCP,https://news.ycombinator.com/item?id=47047299,"I built PolyClaw, an autonomous agent for the PolyMCP ecosystem inspired by OpenClaw. PolyClaw doesn’t just call tools.
It plans, executes, adapts — and even creates MCP servers when needed. It’s designed for real-world, multi-step production workflows where an agent must:
 • Orchestrate multiple tools
 • Spin up infrastructure dynamically
 • Recover from failures
 • Deliver complete, end-to-end results ⸻ What PolyClaw Does
 • Decomposes complex tasks into executable steps
 • Dynamically selects",,,hn:need IT infrastructure
hn_algolia,justvugg,Show HN: PolyClaw – An Autonomous Docker-First MCP Agent for PolyMCP,https://news.ycombinator.com/item?id=47036828,"I built PolyClaw, an OpenClaw-inspired autonomous agent for the PolyMCP ecosystem. PolyClaw doesn’t just call tools.
It plans, executes, adapts — and creates MCP servers when needed. It’s designed for real multi-step, production workflows where agents must orchestrate tools, spin up infrastructure, recover from errors, and deliver complete results end-to-end. ⸻ What PolyClaw Does
 • Plans complex multi-step tasks
 • Executes and orchestrates MCP tools dynamically
 • Adapts when steps fail or con",,,hn:need IT infrastructure
hn_algolia,vishalchandra,Ask HN: Is anyone interested in Node.js based alternative to Magento?,https://news.ycombinator.com/item?id=8137431,"Magento is based on PHP which makes it need more infrastructure to serve more users. People also use Wordpress, Joomla for setting up ecommerce sites. Are there developers or customers who might be interested in having access to open source Node.js ecommerce solution along the lines of Magento, but also updated in terms of functionality for today's world where buyers lurk on apps like Facebook, Twitter, Pinterest and Instagram.",,,hn:need IT infrastructure
hn_algolia,robot-wrangler,"Show HN: Makefiles, Metalanguages, Matrioshka Automata",https://robot-wranglers.github.io/compose.mk/,"Immediately buried last time, so reposting for your lazy Sunday. This project is a strange labor of love, practically guaranteed to inspire horror and delight. It's also tough to summarize. Partly it's very practical and involves familiar tools, but part of it is also a new programming language with esolang roots. I'll start with the practical and move towards the peculiar. The one-sentence summary: compose.mk brings docker-fluency, polyglots, and a capable standard library to Makefiles. A more ",,,hn:need IT infrastructure
hn_algolia,thorin,Ask HN: Future of Windows operating system and application,https://news.ycombinator.com/item?id=42918514,"Now that windows is more tightly integrating with linux and supporting wsl etc and applications are increasingly xplatform e.g. vs code in electron on linux, apple etc where do we see this ending. Is there much change in how windows is evolving under the hood or in the way (previously) native applications are being developed? Although Windows is seen as less relevant these days mainly due to the increase in share of mobile and tablets, in the corporate world I still see everything I do with ever",,,hn:need IT infrastructure
hn_algolia,acarlini,Vibe Infrastructure will not cut it – we need proof based platform engineering,https://ingresslabs.github.io/torque/blog-agentic-proof-gated-change-control.html,,,,hn:need IT infrastructure
hn_algolia,truelinux1,I Stopped Performing Online and Started Building Again,https://news.ycombinator.com/item?id=46096625,"If you create software or otherwise participate in the technology realm, you have to accept the idea of remaining obscure and unknown. Over the last few years I’ve posted my work and ideas on Medium, reddit, dev.to, youtube and all the usual publishing platforms. They’re fine for short-term feedback, but they don’t really get your name out there—nor should they. They reward performance—how well you play to an invisible audience—not the actual craft or skill behind your work or contribution to th",,,hn:need IT infrastructure
hn_algolia,jon-fry,Launch HN: Lendflow (YC W21) – Infrastructure for embedded lending services,https://news.ycombinator.com/item?id=26347962,"Hi HN! We’re Jon and Matthew, the co-founders of Lendflow (<a href=""https://lendflow.io"" rel=""nofollow"">https://lendflow.io</a>). We make it easy for software companies to embed lending services into their product.  It allows you to easily create your own version of Square, Shopify or Stripe Capital and offer it to your customers in-app. Does it take your users 15-90 days to get paid out by their customers? You can embed a factoring product that gives them the option to get paid instantly for a ",,,hn:need IT infrastructure
hn_algolia,Ramiro,Show HN: Run AI Agents on your cloud infrastructure,https://www.okteto.com/ai/,"Hi, founder of Okteto here! We’ve been experimenting with AI agents in our workflows at Okteto. Running them locally worked at first, but quickly became painful. git worktrees, multiple terminals, and messy context switches slowed us down. So we built Agent Fleets: ephemeral, fully managed environments for AI agents, built on top of Okteto’s development platform. Each agent runs in its own containerized environment on your infrastructure, with the services, tools, and policies it needs. You can ",,,hn:need IT infrastructure
hn_algolia,imrehg,Ask HN: IT infrastructure on the go (like StartupBus),https://news.ycombinator.com/item?id=2241174,"The Startup Bus is all over HN and I love the project. The sysadmin in me, though, got to wonder: what kind of IT tech one would have to prepare for something like that to work? - What kind of net access is reliable and high bandwidth enough for going 60mph somewhere, ~30 people using it simultaneously? What would be the backup for that? - Would one put a server on the bus to help the local network? What would be on that server? A web proxy? Mirroring locally some commonly used things (like host",,,hn:need IT infrastructure
hn_algolia,telecomsteve,Ask HN: Is blockchain tech already everything we need it to be?,https://news.ycombinator.com/item?id=31177331,"A recent post asked a question similar to 'Am I going insane or is there no value in blockchain tech'. I have been thinking more about the idea that perhaps blockchain tech has reached maturity, and that we are instead waiting on the remainder of 'Web3' to mature. I may be oversimplifying, but if I look at Web3 as the existing internet, but without central intermediaries; then most applications can be built this way today. If we want a Clubhouse, or Zoom clone, these could be built atop existing",,,hn:need IT infrastructure
hn_algolia,m3047,Ask HN: Need a better analogy than sniping at goatherders,https://news.ycombinator.com/item?id=40961261,"DNS / Indicator of Compromise / domain owner colleagues I'd appreciate your help / advice: I need an uncomfortable analogy to an uncomfortable reality nobody wants to talk about. You may know I've been writing a series of articles which I've been calling ""Letters to Dubai"" because of the friend who inspired me to write about this set of topics. (http://consulting.m3047.net/dubai-letters/) I plan to write one about NOD (Newly Observed DNS Domains) on a technical / tactical / theoretical level, bu",,,hn:need IT infrastructure
hn_algolia,serverconsult,Windows Virtual Desktop – Virtual Desktop Infrastructure,https://www.serverconsultancy.co.uk/windows-virtual-desktop-and-why-business-need-it/,,,,hn:need IT infrastructure
hn_algolia,pritambarhate,Ask HN: AGPL – Alternative to Commons Clause for OSS Infrastructure Projects?,https://news.ycombinator.com/item?id=17829841,"For the last couple of days, there is a heated discussion going on HN about Commons Clause. As per https://commonsclause.com/: >> For purposes of the foregoing, “Sell” means practicing any or all of the rights granted to you under the License to provide to third parties, for a fee or other consideration (including without limitation fees for hosting or consulting/ support services related to the Software), a product or service whose value derives, entirely or substantially, from the functionalit",,,hn:need IT infrastructure
ddg,,Essential Questions for Hiring IT Support,https://soaringtowers.com/insights/questions-to-ask-before-hiring-an-it-support-company/,,,0000004,"""hiring IT support"" small company"
ddg,,IT Support for Small Businesses: Is It a Must-Have?,https://wingassistant.com/blog/it-support-for-small-businesses/,,,"20-11-2025, 100413270-1004","""hiring IT support"" small company"
ddg,,Business IT Support | 24/7 IT Support Services,https://duckduckgo.com/y.js?ad_domain=cloudtech24.com&ad_provider=bingv7aa&ad_type=txad&click_metadata=J5miauLx1YUTcuLVlms3asZLi_kHDIpV3txc1xllvOLe0Vxye18HkjCmKqTv79lY82K2Int4a9PYZWc0lAp%2DVovK5kN_CQtqJCUUqoytvQ5xhQev2twyes1RLhVlU9_wM9D9yapy7Di94slJWxCC9s_W8yhZVSJV1mvlHkaZTFE.rGinMq5LQSMDf7CagV7VOQ&rut=ac2223d0529e652606c5cdecb53196ad188851406752f009d3cab6c912f56805&u3=https%3A%2F%2Fwww.bing.com%2Faclick%3Fld%3De8_WCHR85YR%2DyI0tnRFLdqGjVUCUzKybmRkzLI%2DIpBl%2DmbIcXBsu%2Dx5JHd8syJs_ZDxzb5JmABJ1ke3waQfPhXSq44sTMO7wHqCBrZAL8B7QsRmR63AwWMHkwqLhNNJXxaNOxJ2EtloQvjbZObBpAlwJCnP8oK88ItxQBE3GwJ51762hxxtcPtlnR%2Da7b0ivo5QdXi2b3d8KWaE9KIDqiv_tqiFTU%26u%3DaHR0cHMlM2ElMmYlMmZjbG91ZHRlY2gyNC5jb20lMmZidXNpbmVzcy1pdC1zdXBwb3J0JTJmJTNmdXRtX3Rlcm0lM2RpdCUyNTIwc2VydmljZXMlMjZ1dG1fY2FtcGFpZ24lM2RTZWFyY2glMmIlMjU3QyUyYklUJTJiU3VwcG9ydCUyYiUyNTdDJTJiR0VPJTJiKE1MKSUyNnV0bV9zb3VyY2UlM2RtaWNyb3NvZnRhZHMlMjZ1dG1fbWVkaXVtJTNkcHBjJTI2aHNhX2FjYyUzZDMxMjk1MzA1OTklMjZoc2FfY2FtJTNkMjM1MzE4MTA1NTclMjZoc2FfZ3JwJTNkMTE4MTk3NzI2MjM4Nzk5MyUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RzJTI2aHNhX3RndCUzZGt3ZC03Mzg3NDIwMzU3NzI2NSUyNmhzYV9rdyUzZGl0JTI1MjBzZXJ2aWNlcyUyNmhzYV9tdCUzZHAlMjZoc2FfbmV0JTNkbWljcm9zb2Z0YWRzJTI2aHNhX3ZlciUzZDMlMjZtc2Nsa2lkJTNkNTU1ZTU5NGZhY2E4MTM4NGM1ZTgzM2Q1ZGIwMTc2OTE%26rlid%3D555e594faca81384c5e833d5db017691&vqd=4-91944939881909568094047167969348468439&iurl=%7B1%7DIG%3DFE711AC8BDDB4FD192F6DE5980DAA490%26CID%3D35C037933871661C09512059391367E0%26ID%3DDevEx%2C5038.1,,info@cloudtech24.com,"207 099 0740, +44 20 7099 0740, 157272520720714, 1483 608388","""need managed IT"" OR ""need MSP"" contact"
ddg,,PDFRequest for Proposal (RFP) for Technology Services,https://www.clasp.org/wp-content/uploads/2026/08/CLASP-IT-RFP-2026-Final.pdf,,,34592858,"""request for proposal"" IT services filetype:pdf"
ddg,,PDFREQUEST FOR PROPOSAL (RFP) Contractual IT Managed Services,https://www.capstjoe.org/wp-content/uploads/2026/02/IT-Service-RFP.pdf,,,"444 389 333 556, 0 556 278 833, 216 2000 677, 0 500 500 500, 556 444 333 500","""request for proposal"" IT services filetype:pdf"
ddg,,PDFRequest for Proposal Information Technology Services and Website Support,https://rockvilleredi.org/wp-content/uploads/2026/02/Rockville-Economic-Development-Inc-RFP-IT-Services-and-Website-Support.pdf,,,46379344699899,"""request for proposal"" IT services filetype:pdf"
ddg,,PDFRequest for Proposal: IT Services - grandislevt.org,https://grandislevt.org/wp-content/uploads/2026/09/RFP_-IT_Services_Town_of_Grand_Isle.pdf,,"sbadministrator@grandislevt.gov, couper.grandisle@gmail.com","55 272.83 225, 105.75 207, 250 1240 750, 250 1263 750, 216 2046 693","""request for proposal"" IT services filetype:pdf"
ddg,,PDFRequest for Proposal (RFP) Managed IT Services,https://www.ci.stevenson.wa.us/sites/default/files/fileattachments/city_hall/page/4281/2025-1208_rfp_for_it_services.pdf,,,384697593820840,"""request for proposal"" IT services filetype:pdf"
ddg,,PDFRequest for Proposal Managed IT Services Req,https://www.indianaafterschool.org/wp-content/uploads/2025/03/Managed-IT-RFP-3.12.2025.pdf,,,"250 1240 750, 250 1263 750, 210 2000 728","""request for proposal"" IT services filetype:pdf"
ddg,,PDFIT Managed Services REQUEST FOR PROPOSAL - City of Peosta,https://www.cityofpeosta.org/uploads/documents/IT_Services_RFP.pdf,,aekhoff@cityofpeosta.org,"9 675.81 282, 9 693.31 255, 216 2000 677, 353 1294 1011, 531.94 658","""request for proposal"" IT services filetype:pdf"
ddg,,PDFTender Document for - ocac.in,https://www.ocac.in/sites/default/files/2024-12/AMC%20EMPANELMENT%20RFP.pdf,,,216 2046 693,government tender IT services AMC 2024 2025
ddg,,Cybersecurity for Small Businesses | Microsoft Security,https://www.microsoft.com/en-us/security/business/security-101/cybersecurity-for-small-businesses,,,"645692369, 7190363962, 0269984, 18343992, 40074700000","""need cybersecurity"" small company contact"
ddg,,"Small Business IT Support: Options, Costs &amp; How to Choose | Homebase",https://www.joinhomebase.com/blog/small-business-it-support,,support@joinhomebase.com,"9544665, 67799380, +14159513830, 31536000, 31772814","""IT support for small"" contact email phone"
ddg,,Home - GeekSupport,https://geeksupport.com/,,,"1753896279, 866-302-0916","""IT support for small"" contact email phone"
ddg,,Deskue IT Consulting and Support for Small Businesses,https://www.deskue.com/,,,"(255 255 255, (59 130 246","""IT support for small"" contact email phone"
